avg_active_mins_pre,avg_active_mins_post
2.5,5.0
4.0,3.8571428571428568
4.142857142857143,7.5
7.230769230769232,14.722222222222221
3.0,10.285714285714286
2.8421052631578947,3.5
4.2631578947368425,7.0
2.0625,5.7857142857142865
5.885245901639344,6.930232558139535
4.222222222222221,4.0
6.531914893617022,9.275
2.142857142857143,2.8181818181818183
2.290322580645161,5.2727272727272725
2.8095238095238093,4.285714285714286
4.735294117647058,8.75
2.875,3.0
8.4,6.571428571428571
5.135135135135135,10.04255319148936
5.666666666666668,3.8
5.764705882352941,7.529411764705883
2.782608695652174,5.269230769230768
1.6666666666666667,4.333333333333333
3.75,3.5
3.111111111111111,4.5
2.5,2.6
1.75,3.0
1.7142857142857142,2.5
5.0344827586206895,10.416666666666666
3.4736842105263164,4.0
5.0,3.333333333333333
2.333333333333333,2.0
3.571428571428572,7.5
1.0,1.0
12.666666666666664,11.0
1.0,3.5
6.666666666666668,16.5
5.125,7.090909090909091
1.8571428571428568,3.7777777777777777
2.6666666666666665,5.12
4.045454545454546,7.24
6.05,15.862068965517242
2.5,3.689655172413793
2.5,3.6
1.7391304347826086,3.2307692307692313
3.363636363636364,6.416666666666668
4.111111111111111,3.0
3.365853658536585,3.4
2.833333333333333,5.0
8.296296296296296,4.5
5.851851851851853,7.7894736842105265
2.8,5.571428571428571
3.2666666666666666,11.5
3.9,5.066666666666666
1.625,2.333333333333333
4.8,4.0
2.3703703703703702,4.909090909090909
1.0,2.333333333333333
10.030303030303033,13.6734693877551
3.2222222222222223,8.527777777777779
8.014492753623188,12.875
3.071428571428572,4.05
2.6666666666666665,2.0
2.5,4.0
1.5,3.0
2.571428571428572,2.8
2.4,4.777777777777779
3.272727272727273,3.4285714285714284
2.744186046511628,2.9387755102040822
3.0,4.0
5.0,3.3076923076923075
8.92,16.25
9.606060606060606,12.1
6.0,5.928571428571429
10.196721311475411,9.909090909090908
2.8421052631578947,6.310344827586207
15.652173913043477,13.878048780487804
2.4444444444444446,5.363636363636363
4.876712328767123,18.275
4.6,10.75
4.727272727272728,8.0
4.730158730158731,9.574468085106382
5.485714285714287,5.8
3.75,5.933333333333334
3.4,15.722222222222221
6.157894736842105,11.06122448979592
8.196969696969697,9.639344262295081
2.4,5.2
2.636363636363636,8.0
4.5,3.5
12.2,16.47826086956522
21.125,17.217391304347824
4.3,2.8571428571428568
3.0,2.5
11.520833333333336,20.5
6.717391304347826,8.78048780487805
7.553571428571429,17.666666666666668
7.5,1.0
1.6363636363636365,3.692307692307693
2.7,1.3333333333333333
2.5517241379310347,3.75
3.6666666666666665,13.394736842105265
3.571428571428572,2.4
5.0,6.0625
9.69767441860465,16.34285714285714
4.777777777777779,11.575
4.333333333333333,2.2
4.0,1.0
12.833333333333336,15.36842105263158
5.565217391304348,4.5
10.5,11.5
5.607142857142856,9.479166666666666
11.205128205128203,8.0
8.652173913043477,13.461538461538463
6.75,2.7
2.0,2.875
1.947368421052632,3.1818181818181817
14.884615384615385,15.75
6.232558139534883,7.0344827586206895
13.529411764705882,15.953488372093025
1.6,4.0
8.533333333333333,8.75
1.5,7.0
1.4285714285714286,2.142857142857143
1.5555555555555556,3.333333333333333
7.303030303030303,7.16
2.5,5.111111111111111
3.3783783783783785,4.7727272727272725
2.92,3.333333333333333
13.892857142857142,15.428571428571427
7.2,7.333333333333332
4.5,6.862068965517241
4.0,11.8
3.75,4.8
1.8823529411764703,6.857142857142858
5.018518518518519,6.7857142857142865
1.818181818181818,10.083333333333334
12.333333333333336,8.0
8.875,14.023809523809526
7.602739726027397,7.735294117647059
1.0,3.0
2.0,3.631578947368421
1.9090909090909087,5.2
3.3529411764705883,8.066666666666666
7.5396825396825395,12.83720930232558
11.333333333333336,15.333333333333336
2.3888888888888893,2.888888888888889
2.3947368421052637,4.375
2.4285714285714284,2.833333333333333
2.0,3.0
3.2857142857142856,8.0
7.666666666666668,10.227272727272727
1.6923076923076923,5.0
2.6,4.25
3.25,7.0
7.424242424242424,18.75
2.833333333333333,4.75
4.0,2.0
5.780487804878049,9.291666666666666
8.142857142857142,8.567567567567568
1.25,2.0
3.5,4.473684210526316
3.345454545454545,4.606060606060606
6.7105263157894735,8.3125
3.9230769230769234,11.818181818181818
4.928571428571429,5.666666666666668
16.894736842105264,12.583333333333336
1.0,5.0
3.8666666666666663,3.692307692307693
3.0,3.0
10.192307692307693,10.654545454545453
2.1111111111111107,3.6666666666666665
10.222222222222221,19.125
5.888888888888888,3.555555555555556
5.875,4.888888888888889
4.6190476190476195,7.4
2.1578947368421053,5.5
4.5,2.6666666666666665
4.0,10.666666666666666
1.7857142857142858,1.5555555555555556
3.6875,3.0
1.8636363636363635,5.384615384615384
2.821428571428572,3.0
5.588235294117646,11.08695652173913
4.388888888888889,3.0
4.371428571428571,8.129032258064516
1.9090909090909087,2.0
6.3478260869565215,7.277777777777778
3.0,5.5
14.545454545454545,16.36111111111111
2.5,2.5
2.1,3.0
7.275862068965517,7.0
3.8461538461538463,3.0909090909090913
3.3,4.0
1.2,7.666666666666668
2.2,2.1666666666666665
3.333333333333333,12.818181818181818
16.875,23.422222222222217
2.6666666666666665,5.5625
8.44,9.578947368421053
1.6666666666666667,3.0
2.15,6.466666666666668
5.029411764705882,7.821428571428571
2.380952380952381,3.4
13.288461538461537,12.294117647058822
9.166666666666666,7.0
4.0,4.0
7.770833333333332,11.131147540983608
3.0,2.571428571428572
3.5,6.5
3.255813953488372,5.888888888888888
2.5,3.0
2.0,2.6666666666666665
5.0,4.0
9.888888888888891,8.2
3.433333333333333,4.875
5.185185185185184,3.5
9.0,14.540983606557374
2.238095238095238,2.636363636363636
13.685714285714285,20.15
14.88,19.065217391304348
9.5,25.0
14.714285714285715,16.285714285714285
7.1764705882352935,12.0
12.277777777777779,11.84
2.9411764705882355,4.857142857142857
4.368421052631579,5.5
4.518518518518519,6.2727272727272725
10.175438596491228,10.716981132075473
2.6666666666666665,10.58695652173913
1.625,4.857142857142857
7.6,16.09090909090909
6.0,7.5
3.8,5.75
7.809523809523809,8.384615384615385
2.571428571428572,7.166666666666668
2.0,6.2727272727272725
4.666666666666667,4.428571428571429
1.6666666666666667,3.0
4.256410256410256,7.916666666666668
2.833333333333333,2.5
8.0,15.296296296296294
9.0,1.0
2.833333333333333,3.75
4.0,5.285714285714286
2.5454545454545454,3.071428571428572
2.888888888888889,3.0909090909090913
4.741935483870968,4.181818181818182
6.933333333333334,6.2857142857142865
6.0,6.0
3.125,3.75
4.642857142857143,7.0555555555555545
4.666666666666667,3.05
2.8125,3.4761904761904763
5.482758620689656,4.333333333333333
2.39344262295082,4.75
2.8461538461538463,3.333333333333333
2.0,3.4285714285714284
2.7,2.8571428571428568
11.824561403508772,6.4444444444444455
3.761904761904762,4.5
2.4,4.066666666666666
3.0,5.0
2.8947368421052637,4.4
2.0,2.8181818181818183
1.0,12.0
6.46987951807229,10.25
2.65,2.8181818181818183
4.8,5.0
1.5,6.0
13.696428571428573,17.923076923076927
8.225806451612902,11.947368421052632
14.666666666666664,12.473684210526313
2.5,1.5714285714285714
6.36,10.826086956521738
9.571428571428571,3.625
4.5,5.25
5.111111111111111,4.043478260869565
13.0,8.0
3.625,3.125
5.615384615384616,6.303030303030303
9.916666666666666,10.3125
3.0909090909090913,4.5555555555555545
6.2857142857142865,18.0
5.5,4.428571428571429
2.4,3.3846153846153846
4.764705882352942,4.9
7.333333333333332,7.6
13.552238805970148,20.15217391304348
7.9444444444444455,6.8
3.5263157894736836,4.307692307692308
3.2142857142857144,6.620689655172414
4.5,7.090909090909091
3.533333333333333,4.482758620689656
11.0,20.666666666666668
3.75,5.166666666666667
3.5,5.2
3.136363636363636,4.0
7.2,9.777777777777779
2.8,8.285714285714286
3.1666666666666665,4.0
2.1666666666666665,3.6666666666666665
3.5,5.7
5.2,7.5
4.368421052631579,4.5
5.333333333333333,7.76
5.333333333333333,10.75
2.95,7.25
8.545454545454545,3.7142857142857135
5.176470588235294,8.35483870967742
4.5,3.0
5.170731707317073,10.346938775510203
2.1,4.2
1.0,9.0
5.6,4.25
2.0,3.7777777777777777
8.838709677419354,22.047619047619047
2.7142857142857144,4.0
8.157894736842103,6.7142857142857135
6.866666666666666,8.222222222222221
11.846153846153848,3.0
2.636363636363636,4.111111111111111
4.5,1.0
4.172413793103448,5.0769230769230775
3.8235294117647056,4.384615384615385
4.5,15.75
2.9,12.666666666666664
3.4074074074074074,3.4545454545454546
15.0,8.5
3.565217391304348,4.916666666666667
1.625,6.9
7.2,13.61904761904762
7.0,3.6666666666666665
3.6,4.0
6.7391304347826075,6.125
3.6,3.0
3.8,4.5
8.5,8.0
2.0,3.25
1.0,2.6666666666666665
2.4838709677419355,9.692307692307693
3.0,2.571428571428572
4.0,5.222222222222221
7.909090909090909,9.307692307692307
2.5,2.0
4.793103448275862,8.214285714285714
4.67741935483871,7.533333333333332
6.777777777777778,4.9230769230769225
5.428571428571429,8.333333333333334
7.230769230769232,6.0
4.9298245614035086,4.8
2.6666666666666665,4.461538461538462
3.2,14.810810810810812
8.6,5.833333333333332
5.666666666666668,9.733333333333333
2.590909090909091,3.4285714285714284
8.0,12.8974358974359
3.0,1.0
7.516129032258066,10.655172413793103
1.0,7.0
3.8333333333333335,9.933333333333334
15.769230769230768,15.242424242424242
4.013888888888889,6.870967741935483
8.4,12.5
1.5,2.6
8.7,12.217391304347824
1.0,2.0
5.0,3.5
2.75,9.1
3.571428571428572,4.714285714285714
4.130434782608695,7.730769230769232
14.772727272727273,17.425531914893618
8.6875,12.695652173913045
2.896551724137931,3.2758620689655173
3.2666666666666666,6.190476190476191
1.0,3.2
2.0,7.454545454545454
2.7222222222222223,4.071428571428571
1.6363636363636365,2.0
3.9047619047619047,6.7333333333333325
1.7692307692307692,6.2857142857142865
3.083333333333333,5.75
3.8,3.5
8.451612903225808,8.107142857142858
2.2222222222222223,5.666666666666668
2.6,3.5
13.892307692307694,18.02
4.666666666666667,6.222222222222222
2.8,4.083333333333333
5.928571428571429,9.25
4.2,6.090909090909091
8.848484848484848,13.255813953488374
3.7894736842105265,4.5
3.571428571428572,4.142857142857143
9.173913043478262,9.272727272727273
6.795918367346939,6.155555555555557
3.4375,2.870967741935484
18.3,24.08695652173913
3.3,9.25
4.590909090909091,5.857142857142858
9.0,5.0
5.090909090909091,5.428571428571429
3.9090909090909087,16.238095238095234
3.0,2.8
4.076923076923077,4.714285714285714
7.358695652173912,14.5625
8.375,13.0
4.173913043478262,8.73076923076923
4.428571428571429,3.5
2.333333333333333,3.5
2.0,3.5
2.4347826086956523,3.111111111111111
3.8,5.0
6.6190476190476195,5.307692307692308
5.9,11.0
6.0357142857142865,6.108108108108107
3.0,21.0
5.75,2.0
1.8461538461538465,2.375
3.7586206896551726,6.3125
3.2857142857142856,4.4375
10.674418604651162,17.863636363636363
7.428571428571429,10.23076923076923
2.2857142857142856,1.6
2.2,3.75
2.6785714285714284,7.297872340425532
5.0,10.6
3.25,5.8
4.333333333333333,9.333333333333334
4.375,12.0
7.142857142857142,11.444444444444445
4.571428571428571,4.0
4.0,8.2
2.0,2.5
4.451612903225806,11.823529411764708
14.8125,16.413793103448278
5.0,1.0
