uid,variant_number,active_mins,dt,avg_active_mins
40655,1,556.0,46,12.08695652173913
40656,1,912.0,56,16.285714285714285
40657,1,49.0,14,3.5
40658,1,656.0,55,11.927272727272728
40659,1,1063.0,60,17.716666666666665
40660,1,24.0,4,6.0
40661,1,309.0,58,5.327586206896552
40662,1,30.0,4,7.5
40663,1,391.0,55,7.109090909090909
40664,1,8.0,4,2.0
40665,1,303.0,22,13.772727272727273
40666,1,9.0,3,3.0
40667,1,89.0,24,3.7083333333333335
40668,1,137.0,25,5.48
40669,1,48.0,9,5.333333333333333
40670,1,146.0,17,8.588235294117647
40671,1,207.0,26,7.961538461538462
40672,1,29.0,7,4.142857142857143
40673,1,184.0,27,6.814814814814815
40674,1,84.0,12,7.0
40675,1,38.0,4,9.5
40676,1,10.0,4,2.5
40677,1,4.0,1,4.0
40678,1,49.0,6,8.166666666666666
40679,1,15.0,4,3.75
40680,1,31.0,6,5.166666666666667
40681,1,91.0,12,7.583333333333333
40682,1,129.0,23,5.608695652173913
40683,1,1.0,1,1.0
40684,1,48.0,14,3.4285714285714284
40685,1,35.0,6,5.833333333333333
40686,1,71.0,5,14.2
40687,1,42.0,2,21.0
40688,1,340.0,22,15.454545454545455
40689,1,22.0,15,1.4666666666666666
40690,1,60.0,14,4.285714285714286
40692,1,136.0,10,13.6
40693,1,7.0,2,3.5
40694,1,91.0,18,5.055555555555555
40695,1,301.0,31,9.709677419354838
40697,1,38.0,12,3.1666666666666665
40698,1,7.0,2,3.5
40699,1,21.0,4,5.25
40700,1,923.0,50,18.46
40701,1,74.0,17,4.352941176470588
40702,1,8.0,2,4.0
40703,1,52.0,15,3.466666666666667
40704,1,61.0,20,3.05
40705,1,531.0,31,17.129032258064516
40706,1,247.0,34,7.264705882352941
40707,1,42.0,7,6.0
40708,1,5.0,1,5.0
40709,1,27.0,7,3.857142857142857
40710,1,135.0,18,7.5
40712,1,1060.0,72,14.722222222222221
40713,1,72.0,7,10.285714285714286
40714,1,28.0,8,3.5
40715,1,84.0,12,7.0
40717,1,81.0,14,5.785714285714286
40718,1,298.0,43,6.930232558139535
40719,1,52.0,13,4.0
40720,1,371.0,40,9.275
40721,1,31.0,11,2.8181818181818183
40722,1,116.0,22,5.2727272727272725
40723,1,60.0,14,4.285714285714286
40724,1,70.0,8,8.75
40725,1,21.0,7,3.0
40726,1,46.0,7,6.571428571428571
40727,1,472.0,47,10.042553191489361
40728,1,19.0,5,3.8
40729,1,128.0,17,7.529411764705882
40730,1,137.0,26,5.269230769230769
40731,1,13.0,3,4.333333333333333
40732,1,42.0,12,3.5
40733,1,72.0,16,4.5
40734,1,13.0,5,2.6
40735,1,6.0,2,3.0
40736,1,10.0,4,2.5
40737,1,125.0,12,10.416666666666666
40739,1,20.0,5,4.0
40740,1,10.0,3,3.3333333333333335
40741,1,2.0,1,2.0
40742,1,105.0,14,7.5
40743,1,1.0,1,1.0
40744,1,11.0,1,11.0
40746,1,7.0,2,3.5
40747,1,693.0,42,16.5
40748,1,156.0,22,7.090909090909091
40749,1,34.0,9,3.7777777777777777
40750,1,128.0,25,5.12
40751,1,181.0,25,7.24
40752,1,460.0,29,15.862068965517242
40753,1,107.0,29,3.689655172413793
40754,1,36.0,10,3.6
40755,1,42.0,13,3.230769230769231
40757,1,77.0,12,6.416666666666667
40758,1,6.0,2,3.0
40759,1,68.0,20,3.4
40760,1,10.0,2,5.0
40761,1,36.0,8,4.5
40762,1,444.0,57,7.7894736842105265
40763,1,39.0,7,5.571428571428571
40764,1,92.0,8,11.5
40765,1,152.0,30,5.066666666666666
40766,1,21.0,9,2.3333333333333335
40767,1,40.0,10,4.0
40768,1,162.0,33,4.909090909090909
40769,1,7.0,3,2.3333333333333335
40770,1,670.0,49,13.673469387755102
40771,1,307.0,36,8.527777777777779
40772,1,618.0,48,12.875
40773,1,81.0,20,4.05
40774,1,4.0,2,2.0
40775,1,40.0,10,4.0
40776,1,15.0,5,3.0
40777,1,14.0,5,2.8
40778,1,43.0,9,4.777777777777778
40779,1,24.0,7,3.4285714285714284
40780,1,144.0,49,2.938775510204082
40781,1,4.0,1,4.0
40782,1,43.0,13,3.3076923076923075
40783,1,780.0,48,16.25
40784,1,121.0,10,12.1
40785,1,83.0,14,5.928571428571429
40787,1,109.0,11,9.909090909090908
40788,1,183.0,29,6.310344827586207
40790,1,569.0,41,13.878048780487806
40791,1,59.0,11,5.363636363636363
40792,1,1462.0,80,18.275
40793,1,86.0,8,10.75
40794,1,32.0,4,8.0
40795,1,450.0,47,9.574468085106384
40796,1,174.0,30,5.8
40797,1,89.0,15,5.933333333333334
40798,1,283.0,18,15.722222222222221
40799,1,542.0,49,11.061224489795919
40800,1,588.0,61,9.639344262295081
40801,1,52.0,10,5.2
40802,1,40.0,5,8.0
40804,1,7.0,2,3.5
40805,1,379.0,23,16.47826086956522
40806,1,396.0,23,17.217391304347824
40807,1,20.0,7,2.857142857142857
40808,1,10.0,4,2.5
40809,1,861.0,42,20.5
40810,1,360.0,41,8.78048780487805
40811,1,1060.0,60,17.666666666666668
40812,1,1.0,1,1.0
40813,1,48.0,13,3.6923076923076925
40814,1,4.0,3,1.3333333333333333
40815,1,45.0,12,3.75
40816,1,509.0,38,13.394736842105264
40817,1,12.0,5,2.4
40818,1,97.0,16,6.0625
40819,1,572.0,35,16.34285714285714
40820,1,463.0,40,11.575
40821,1,11.0,5,2.2
40823,1,1.0,1,1.0
40824,1,584.0,38,15.368421052631579
40825,1,27.0,6,4.5
40826,1,115.0,10,11.5
40827,1,455.0,48,9.479166666666666
40828,1,32.0,4,8.0
40829,1,350.0,26,13.461538461538462
40830,1,27.0,10,2.7
40831,1,23.0,8,2.875
40832,1,70.0,22,3.1818181818181817
40833,1,315.0,20,15.75
40834,1,204.0,29,7.0344827586206895
40835,1,686.0,43,15.953488372093023
40836,1,32.0,8,4.0
40837,1,35.0,4,8.75
40838,1,14.0,2,7.0
40839,1,15.0,7,2.142857142857143
40840,1,10.0,3,3.3333333333333335
40842,1,179.0,25,7.16
40844,1,46.0,9,5.111111111111111
40845,1,105.0,22,4.7727272727272725
40846,1,40.0,12,3.3333333333333335
40847,1,540.0,35,15.428571428571429
40848,1,22.0,3,7.333333333333333
40849,1,199.0,29,6.862068965517241
40850,1,59.0,5,11.8
40851,1,96.0,20,4.8
40852,1,48.0,7,6.857142857142857
40853,1,380.0,56,6.785714285714286
40854,1,242.0,24,10.083333333333334
40855,1,8.0,1,8.0
40856,1,589.0,42,14.023809523809524
40857,1,263.0,34,7.735294117647059
40858,1,12.0,4,3.0
40859,1,69.0,19,3.6315789473684212
40860,1,78.0,15,5.2
40862,1,121.0,15,8.066666666666666
40863,1,552.0,43,12.837209302325581
40864,1,322.0,21,15.333333333333334
40865,1,52.0,18,2.888888888888889
40866,1,140.0,32,4.375
40867,1,34.0,12,2.8333333333333335
40868,1,6.0,2,3.0
40869,1,8.0,1,8.0
40870,1,225.0,22,10.227272727272727
40871,1,5.0,1,5.0
40873,1,17.0,4,4.25
